text,difficulty
What is safety stock?,Easy
What is a physical inventory in SAP?,Easy
What is transaction MI01?,Medium
What is valuation in MM?,Easy
What is moving average price (MAP)?,Medium
What is standard price in MM?,Medium
What is a price difference in MM?,Hard
What is a material group?,Easy
What is a purchasing group?,Medium
What is a purchasing organization?,Easy
What is centralized purchasing?,Medium
What is a condition type in MM?,Medium
What is a pricing procedure in MM?,Hard
What is MRBR transaction?,Hard
What is a goods receipt-based invoice verification?,Medium
What is service entry sheet?,Hard
What is ML81N transaction?,Hard
What is a quota arrangement?,Hard
What is the release (approval) strategy for PO?,Medium
What is EKKO table in SAP?,Hard
What is EKPO table?,Hard
What is MSEG table?,Hard
What is MKPF table?,Hard
What is RBKP table?,Hard
What is EAN/GTIN in SAP MM?,Medium
What is a serial number in SAP?,Medium
What is automatic account determination in MM?,Hard
What is OBYC transaction?,Hard
What is a movement type in SAP MM?,Easy
What is movement type 101?,Easy
What is movement type 261?,Medium
What is movement type 501?,Hard
What is movement type 311?,Hard
What is a return delivery in MM?,Medium
What is a credit memo in MM?,Easy
What is a debit memo in MM?,Hard
What is MMBЕ transaction?,Easy
What is MB52 transaction?,Medium
What is MB51 transaction?,Medium
What is logistics invoice verification (LIV) tolerance?,Hard
What is ERS (Evaluated Receipt Settlement)?,Hard
What is a delivery schedule in SAP?,Medium
What is JIT (Just-In-Time) delivery in SAP?,Medium
What is KANBAN in SAP?,Hard
What is a material ledger in MM?,Hard
What is split valuation?,Hard
What is LIFO valuation?,Medium
What is FIFO valuation?,Medium
What is GR blocked stock?,Hard
What is quality inspection stock?,Medium
What is the material valuation class?,Hard
What does SAP SD stand for?,Easy
What is the order-to-cash process in SAP SD?,Medium
What is a sales organization in SAP SD?,Easy
What is a distribution channel?,Easy
What is a division in SAP SD?,Medium
What is a sales area?,Easy
What is a customer master in SD?,Easy
What is a partner function in SD?,Medium
What is the Sold-To party?,Easy
What is the Ship-To party?,Easy
What is a sales order?,Easy
What is transaction VA01?,Easy
What is transaction VA02?,Easy
What is a quotation in SD?,Easy
What is an inquiry in SD?,Easy
What is a sales contract in SD?,Easy
What is a delivery document in SD?,Easy
What is transaction VL01N?,Easy
What is a transfer order in WM?,Medium
What is goods issue (GI) in SD?,Easy
What is transaction VF01?,Easy
What is a billing document in SD?,Easy
What is a proforma invoice?,Hard
What is a credit memo in SD?,Easy
What is a debit memo in SD?,Easy
What is a returns order in SD?,Medium
What is a condition type in SD pricing?,Medium
What is a pricing procedure in SD?,Medium
What is a condition record in SD?,Medium
What is transaction VK11?,Medium
What is availability check (ATP) in SD?,Medium
What is ATP (Available-To-Promise)?,Medium
What is credit management in SD?,Medium
What is a credit block in SD?,Medium
What is transaction VKM1?,Hard
What is a delivery block?,Medium
What is a billing block?,Medium
What is a customer account group?,Medium
What is a material determination in SD?,Hard
What is a material listing?,Hard
What is a material exclusion?,Hard
What is a free goods determination?,Hard
What is a route in SD?,Medium
What is a shipping point?,Easy
What is a loading point?,Hard
What is a picking in WM/SD?,Easy
What is packing in SD?,Easy
What is a transport in SD?,Medium
What is a pro forma invoice?,Medium
What is revenue recognition in SD?,Hard
What is a sales document type?,Medium
What is document category in SD?,Hard
What is a schedule line in SD?,Medium
What is the document flow in SD?,Easy
What is transaction VA03?,Easy
What is transaction VF03?,Easy
What is transaction VL33N?,Hard
What is an inbound delivery in SAP?,Medium
What is a returns delivery?,Medium
What is rebate processing in SD?,Hard
What is transaction VBO1?,Hard
What is customer hierarchy in SD?,Hard
What is a payment term in SD?,Easy
What is Incoterms in SD?,Medium
What is tax determination in SD?,Medium
What is VBAK table in SAP SD?,Hard
What is VBAP table?,Hard
What is LIKP table?,Hard
What is LIPS table?,Hard
What is VBRK table?,Hard
What is VBRP table?,Hard
What is a sales representative in SD partner functions?,Hard
What is batch split in SD?,Hard
What is a rush order?,Medium
What is a cash sale in SD?,Medium
What is a consignment issue?,Hard
What is the copy control in SD?,Hard
What is a contract release order?,Hard
What is transaction XD01?,Medium
What is transaction VD01?,Medium
What is a sold-to/ship-to relationship?,Medium
What is a text determination in SD?,Hard
What is the output determination in SD?,Hard
What is message/output type RDOO?,Hard
What is ATP categories in SAP?,Hard
What is a delivery priority in SD?,Medium
What is the goods issue date in SD?,Medium
What is transaction VA05?,Medium
What is transaction VF05?,Medium
What is transaction VL06O?,Medium
What are the three pillars of SAP Fiori UX?,Medium
What is a tile in Fiori Launchpad?,Easy
What is UI5 (SAPUI5)?,Easy
What is OpenUI5?,Medium
What technology does SAPUI5 use?,Easy
What is the MVC pattern in SAPUI5?,Medium
What is a sap.ui.core.mvc.View?,Medium
What is an XML view in SAPUI5?,Easy
What is a controller in SAPUI5?,Easy
What is a Component.js in SAPUI5?,Medium
What is manifest.json in UI5?,Medium
What is the router in SAPUI5?,Medium
What is data binding in SAPUI5?,Medium
What is one-way binding in SAPUI5?,Medium
What is two-way binding in SAPUI5?,Medium
What is a JSON model in UI5?,Easy
What is an OData model in UI5?,Medium
What is a resource model in UI5?,Easy
What is i18n in Fiori apps?,Easy
What is a Fragment in SAPUI5?,Medium
What is a dialog in UI5?,Easy
What is aggregation binding in UI5?,Hard
What is the SAP Fiori Design Language?,Easy
What are the Fiori app types?,Medium
What is a transactional Fiori app?,Easy
What is an analytical Fiori app?,Easy
What is a factsheet Fiori app?,Easy
What is a Smart Business KPI tile?,Medium
What is the Fiori 3 design standard?,Hard
What is SAP Fiori Elements?,Hard
What are Fiori Elements floorplans?,Hard
What is the List Report floorplan?,Hard
What is the Object Page floorplan?,Hard
What is OData annotation?,Hard
What is ABAP CDS annotation?,Hard
What is @UI.lineItem annotation?,Hard
What is SEGW transaction in SAP?,Medium
What is the Gateway server?,Medium
What is /IWFND/ in SAP?,Medium
What is transaction /IWFND/MAINT_SERVICE?,Hard
What is the SAP Fiori Launchpad Designer?,Medium
What is a Fiori catalog?,Medium
What is a Fiori group?,Medium
What is a Fiori space?,Hard
What is a semantic object in Fiori?,Hard
What is intent-based navigation in Fiori?,Hard
What is SAP Business Technology Platform (BTP)?,Easy
What is the SAP BTP Cockpit?,Easy
What is Cloud Foundry on BTP?,Hard
What is SAP Build Apps?,Medium
What is the SAP UI Theme Designer?,Medium
What is SAPUI5 flexibility?,Hard
What is UI5 Web Components?,Hard
What is SAP Fiori Tools?,Medium
What is SAP Business Application Studio (BAS)?,Medium
What is SAP Web IDE?,Easy
What is the generator in Fiori Tools?,Medium
What is Fiori app deployment to ABAP?,Medium
What is the BSP application?,Hard
What is the SAP Fiori Apps Library?,Easy
What is accessibility in Fiori?,Medium
What is responsive design in Fiori?,Easy
What is a Dynamic Page Layout in UI5?,Hard
What is the sap.m library in UI5?,Easy
What is the sap.ui.table library?,Medium
What is a SmartTable in Fiori Elements?,Hard
What is a SmartFilter in Fiori Elements?,Hard
What is a SmartForm in Fiori Elements?,Hard
What is the SAP Fiori design mentors program?,Hard
What is SAP Fiori 2.0 vs Fiori 1.0?,Hard
What is the SAP Fiori certification?,Medium
What is a Target Mapping in Fiori Launchpad?,Hard
What is cross-app navigation in Fiori?,Hard
What is the Feature Flag in UI5?,Hard
What is unit testing in SAPUI5?,Hard
What is OPA5 in UI5?,Hard
What is QUnit in UI5?,Medium
What is Karma in UI5 testing?,Hard
What is a mock server in UI5?,Hard
What is the Flexibility Registrar in UI5?,Hard
What is the sap.f library?,Hard
What is FlexibleColumnLayout?,Hard
What is the SAP Fiori App ID?,Medium
What is SAP security?,Easy
What is an authorization object in SAP?,Medium
What is a single role?,Easy
What is a composite role?,Easy
What is a derived role?,Medium
What is transaction PFCG?,Easy
What is SU25 transaction?,Hard
What is profile in SAP security?,Medium
What is authorization field in SAP?,Medium
What is the activity field (ACTVT)?,Medium
What is AUTHORITY-CHECK ABAP statement?,Medium
What is SU53 transaction?,Hard
What is SAP audit log (SM20)?,Hard
What is Segregation of Duties (SoD)?,Hard
"What is the SAP GRC (Governance, Risk, Compliance) solution?",Hard
What is SAP Access Control?,Hard
What is an access risk in SAP GRC?,Hard
What is emergency access (Firefighter) in GRC?,Hard
What is password policy in SAP?,Easy
What is SSO (Single Sign-On) in SAP?,Easy
What is SAML 2.0 in SAP?,Hard
What is X.509 certificate in SAP?,Hard
What is SNC (Secure Network Communication) in SAP?,Hard
What is network security in SAP?,Easy
What is the SAP router?,Medium
What is an SAP vulnerability?,Medium
What is the SAP Security Optimization Service?,Hard
What is code security in ABAP?,Hard
What is SQL injection in SAP ABAP?,Hard
What is cross-site scripting (XSS) risk in Fiori?,Hard
What is CSRF (Cross-Site Request Forgery) in Fiori?,Hard
What is input validation in security?,Medium
What is an authorization gap?,Medium
What is sensitive data in SAP?,Easy
What is GDPR in context of SAP?,Medium
What is SAP Information Lifecycle Management (ILM)?,Hard
What is data masking in SAP?,Hard
What is data encryption in SAP?,Medium
What is the Secure Store and Forward (SSF) in SAP?,Hard
What is transport security in SAP?,Medium
What is ChaRM (Change Request Management) in GRC/SolMan?,Hard
What is the SAP Security Baseline Tool?,Hard
What is OS-level security for SAP?,Hard
What is the SAP <sid>adm user?,Hard
What is hardening an SAP system?,Hard
What is vulnerability management in SAP?,Hard
What is SAP Notes for security?,Medium
What is a security patch in SAP?,Easy
What is transaction SE01 used for in security context?,Hard
What is the RFC gateway security?,Hard
What is ACL (Access Control List) in SAP gateway?,Hard
What is the message server ACL (ms.acl)?,Hard
What is remote function call (RFC) security?,Medium
What is a trusted RFC connection?,Hard
What is a service user in SAP?,Medium
What is a communication user?,Medium
What is a reference user?,Hard
What is SU10 transaction?,Hard
What is SUIM transaction?,Medium
What is the critical authorization concept?,Hard
What is S_DEVELOP authorization object?,Hard
What is S_TCODE authorization object?,Medium
What is S_ADMI_FCD authorization object?,Hard
What is the SCC4 security setting?,Hard
What is profile parameter login/min_password_lng?,Hard
What is login/fails_to_session_end?,Hard
What is login/failed_user_auto_unlock?,Hard
What is transaction SM19?,Hard
What is SAP Basis vulnerability: unrestricted gateway access?,Hard
What is defense in depth for SAP?,Hard
What is the SAP Secure Baseline?,Hard
What is a security review audit for SAP?,Medium
What is penetration testing for SAP?,Hard
What is the SAP Patch Tuesday (Security Notes)?,Hard
What is a digitally signed SAP Note?,Hard
What is SNOTE used for in security?,Medium
What is HANA row-level security?,Hard
What is HANA object privilege?,Medium
What is a HANA system privilege?,Hard
What is user provisioning in SAP?,Easy
What is role recertification?,Hard
What is audit trail in SAP security?,Medium
